  308.00000000000       0.10917561227406E-01
  313.00000000000       0.10789647706853E-01
  318.00000000000       0.10646104206239E-01
  323.00000000000       0.10486339884607E-01
  328.00000000000       0.10309977860266E-01
  333.00000000000       0.10116887892377E-01
  338.00000000000       0.99072124774328E-02
  343.00000000000       0.96813851762465E-02
  348.00000000000       0.94401377481978E-02
  353.00000000000       0.91844912159753E-02
  358.00000000000       0.89157454465510E-02
  363.00000000000       0.86354435607295E-02
  368.00000000000       0.83453362564250E-02
  373.00000000000       0.80473293255478E-02
  378.00000000000       0.77434345651419E-02
  383.00000000000       0.74357138443905E-02
  388.00000000000       0.71262168364160E-02
  393.00000000000       0.68169399982164E-02
  398.00000000000       0.65097702088561E-02
  403.00000000000       0.62064519272587E-02
  408.00000000000       0.59085618530766E-02
  413.00000000000       0.56174743208836E-02
  418.00000000000       0.53343754718073E-02
  423.00000000000       0.50602344408640E-02
  428.00000000000       0.47958228015237E-02
  433.00000000000       0.45417211776419E-02
  438.00000000000       0.42983319660540E-02
  443.00000000000       0.40658949708317E-02
  448.00000000000       0.38445086087320E-02
  453.00000000000       0.36341488207903E-02
  458.00000000000       0.34346872310479E-02
  463.00000000000       0.32459064756484E-02
  468.00000000000       0.30675225746489E-02
  473.00000000000       0.28991963297973E-02
  478.00000000000       0.27405487407064E-02
  483.00000000000       0.25911703827234E-02
  488.00000000000       0.24506349939692E-02
  493.00000000000       0.23185045551710E-02
  498.00000000000       0.21943386889037E-02
  503.00000000000       0.20776992293627E-02
  508.00000000000       0.19681549052973E-02
  513.00000000000       0.18652830725140E-02
  518.00000000000       0.17686752271053E-02
  523.00000000000       0.16779371704904E-02
  528.00000000000       0.15926886699687E-02
  533.00000000000       0.15125665926889E-02
  538.00000000000       0.14372218528412E-02
  543.00000000000       0.13663223248664E-02
  548.00000000000       0.12995510805169E-02
  553.00000000000       0.12366030450753E-02
  558.00000000000       0.11771882301612E-02
  563.00000000000       0.11210278081943E-02
  568.00000000000       0.10678539726345E-02
  573.00000000000       0.10174089709738E-02
  578.00000000000       0.96944259573387E-03
  583.00000000000       0.92371430244493E-03
  588.00000000000       0.87998842116325E-03
  593.00000000000       0.83803862971713E-03
  598.00000000000       0.79764360799741E-03
  603.00000000000       0.75859101484335E-03
  608.00000000000       0.72067828023573E-03
  613.00000000000       0.68371464601495E-03
  618.00000000000       0.64752423599099E-03
  623.00000000000       0.61195288576680E-03
  628.00000000000       0.57687087449533E-03
  633.00000000000       0.54218131681184E-03
  638.00000000000       0.50782465329454E-03
  643.00000000000       0.47378557580720E-03
  648.00000000000       0.44009690617904E-03
  653.00000000000       0.40684057554623E-03
  658.00000000000       0.37414552143858E-03
  663.00000000000       0.34218224732682E-03
  668.00000000000       0.31115112791350E-03
  673.00000000000       0.28126905695150E-03
  678.00000000000       0.25275289029584E-03
  683.00000000000       0.22580274498141E-03
  688.00000000000       0.20058780619302E-03
  693.00000000000       0.17723416830558E-03
  698.00000000000       0.15581889923869E-03
  703.00000000000       0.13636837607399E-03
  708.00000000000       0.11886074702157E-03
  713.00000000000       0.10323248404808E-03
  718.00000000000       0.89386618550066E-04
  723.00000000000       0.77201970123268E-04
  728.00000000000       0.66542175173156E-04
