  303.00000000000       0.12582833015696E-01      1335
  308.00000000000       0.99716416290680E-02      1723
  313.00000000000       0.11836319852291E-01      1174
  318.00000000000       0.11483364673708E-01      1372
  323.00000000000       0.14745518285712E-01      1200
  328.00000000000       0.98143970135247E-02      1418
  333.00000000000       0.13980035555907E-01       993
  338.00000000000       0.10812793236314E-01      1327
  343.00000000000       0.95127016938546E-02      1089
  348.00000000000       0.10223210596623E-01      1507
  353.00000000000       0.94155863072526E-02      1076
  358.00000000000       0.99376705182416E-02      1282
  363.00000000000       0.97267252847671E-02      1241
  368.00000000000       0.81484767815881E-02      1191
  373.00000000000       0.76235374451854E-02      1202
  378.00000000000       0.80287789036963E-02      1206
  383.00000000000       0.81164444549557E-02      1195
  388.00000000000       0.74185982498770E-02      1136
  393.00000000000       0.71957310059356E-02      1122
  398.00000000000       0.63882003353856E-02      1138
  403.00000000000       0.58121611356348E-02      1079
  408.00000000000       0.60153222780215E-02       959
  413.00000000000       0.54555381737251E-02      1028
  418.00000000000       0.52973458037582E-02      1010
  423.00000000000       0.51574096920181E-02      1067
  428.00000000000       0.43012346801656E-02       980
  433.00000000000       0.41532413188260E-02       984
  438.00000000000       0.42599133545060E-02       962
  443.00000000000       0.41665381000201E-02       908
  448.00000000000       0.37602723298361E-02       941
  453.00000000000       0.34651016292884E-02       955
  458.00000000000       0.31827038687705E-02       906
  463.00000000000       0.32789345636762E-02       843
  468.00000000000       0.31132630545172E-02       859
  473.00000000000       0.28471408177282E-02       745
  478.00000000000       0.27247607007907E-02       773
  483.00000000000       0.23342656085037E-02       752
  488.00000000000       0.26339440461973E-02       607
  493.00000000000       0.23323223365199E-02       665
  498.00000000000       0.23318805780314E-02       548
  503.00000000000       0.22918276675043E-02       601
  508.00000000000       0.22302011254572E-02       625
  513.00000000000       0.21767110801400E-02       618
  518.00000000000       0.20003142545236E-02       544
  523.00000000000       0.18592942047775E-02       505
  528.00000000000       0.17341289984485E-02       582
  533.00000000000       0.16707826398455E-02       549
  538.00000000000       0.15570446118420E-02       520
  543.00000000000       0.14941313045651E-02       589
  548.00000000000       0.13334429851827E-02       476
  553.00000000000       0.12169452909955E-02       444
  558.00000000000       0.13746787315947E-02       554
  563.00000000000       0.12086404257458E-02       443
  568.00000000000       0.11197988831497E-02       458
  573.00000000000       0.10530909582221E-02       438
  578.00000000000       0.10130272684115E-02       424
  583.00000000000       0.94585799746584E-03       379
  588.00000000000       0.94184196588410E-03       329
  593.00000000000       0.88704178041203E-03       300
  598.00000000000       0.85946006084944E-03       303
  603.00000000000       0.86031348794032E-03       325
  608.00000000000       0.83485193392251E-03       301
  613.00000000000       0.77293237684761E-03       294
  618.00000000000       0.73258464816771E-03       278
  623.00000000000       0.65769299902719E-03       266
  628.00000000000       0.57581625556421E-03       251
  633.00000000000       0.56665908586310E-03       229
  638.00000000000       0.52312843731702E-03       213
  643.00000000000       0.44921524991730E-03       193
  648.00000000000       0.40938915641665E-03       195
  653.00000000000       0.40684059770623E-03       185
  658.00000000000       0.38194824187805E-03       170
  663.00000000000       0.32097278385401E-03       141
  668.00000000000       0.29872455183345E-03       146
  673.00000000000       0.21790471249115E-03       104
  678.00000000000       0.22939654668114E-03        64
  683.00000000000       0.18451704571167E-03        84
  688.00000000000       0.18088362769034E-03        84
  693.00000000000       0.16697457364656E-03        66
  698.00000000000       0.14417191026612E-03        63
  703.00000000000       0.14366249925427E-03        63
  708.00000000000       0.12063677572962E-03        50
  713.00000000000       0.10351127383210E-03        45
  718.00000000000       0.90930930261685E-04        40
  723.00000000000       0.77201970123268E-04        36
